LAMMPS data file via write_data, version 29 Sep 2021, timestep = 646

80 atoms
2 atom types

0 9.30324990958494 xlo xhi
-18.900837199157316 18.900837199157316 ylo yhi
0 4.16053984190014 zlo zhi

Masses

1 107.8682
2 107.8682

Atoms # atomic

47 2 1.4483500154995388 -17.585986626553613 1.8618415792623406 0 0 0
48 2 0.4656072713691371 -15.949887296720815 3.9421115002190317 0 0 -1
49 2 3.2919346319901326 -17.01506209226549 3.94211150021173 0 0 -1
51 2 2.385342561453948 -14.98071075509549 1.861841579260194 0 0 0
35 1 4.329335333154324 18.900811805097202 1.861841579267082 0 0 0
44 2 6.099974970295655 -17.585986626539697 3.9421115002157645 0 0 -1
45 2 7.9435595867760815 -17.01506209226219 1.861841579258668 0 0 0
50 2 5.117232226170235 -15.949887296728273 1.8618415792646574 0 0 0
53 2 7.036967516241368 -14.980710755121818 3.9421115002126705 0 0 -1
39 1 8.980960287946194 18.900811805096062 3.942111500218327 0 0 0
57 2 1.4290588307795158 -13.170341059967889 3.94211150020906 0 0 -1
58 2 3.300424757219157 -12.232348605767998 1.8618415792531988 0 0 0
59 2 0.5035984775743455 -11.318293411551629 1.8618415792582965 0 0 0
60 2 2.3644561947979126 -10.378420950396537 3.9421115002043963 0 0 -1
52 2 4.220665281804092 -14.131552398030117 3.9421115002142972 0 0 -1
63 2 4.2257834718829566 -9.450443993625278 1.8618415792503393 0 0 0
56 2 8.872290236605016 -14.131552398034243 1.8618415792614873 -1 0 0
54 2 6.080683785566697 -13.170341059959881 1.8618415792570038 0 0 0
55 2 7.952049712011295 -12.232348605756899 3.942111500204985 0 0 -1
61 2 5.155223432370344 -11.31829341155335 3.9421115002098563 0 0 -1
62 2 7.016081149591123 -10.378420950399732 1.861841579252963 0 0 0
66 2 8.877408426675476 -9.450443993625376 3.9421115002017375 -1 0 -1
67 2 1.4354857942622972 -8.52246703678739 1.8618415792470913 0 0 0
68 2 0.49951723104105544 -6.668539381645693 3.9421115001988256 0 0 -1
69 2 3.2963435110973203 -7.582594575564978 3.9421115001934615 0 0 -1
71 2 2.3708831571916003 -5.730546927068257 1.8618415792413128 0 0 0
72 2 4.230901660763391 -4.769335588901913 3.942111500188619 0 0 -1
64 2 6.087110749055398 -8.52246703679044 3.942111500198561 0 0 -1
65 2 7.947968465893239 -7.582594575566546 1.861841579241822 0 0 0
70 2 5.151142185833337 -6.668539381634471 1.8618415792468903 0 0 0
73 2 7.0225081119787855 -5.730546927060084 3.942111500193599 0 0 -1
76 2 8.882526615547153 -4.769335588897824 1.8618415792353713 -1 0 0
77 2 1.4145994261709103 -3.9201772322416057 3.9421115001902507 0 0 -1
78 2 3.3343347163343013 -2.9510006905841686 1.861841579230639 0 0 0
79 2 0.5080073555018952 -1.885825894014203 1.8618415792385867 0 0 0
80 2 2.3515919717237947 -1.3149013611800693 3.942111500186548 0 0 -1
43 2 7.003216926520521 -1.314901361159085 1.8618415792320047 0 0 0
46 2 5.159632310286891 -1.8858258940108505 3.942111500192568 0 0 -1
74 2 6.066224380957496 -3.9201772322703086 1.8618415792373193 0 0 0
75 2 7.985959671136284 -2.951000690592663 3.942111500186039 0 0 -1
1 1 4.12223160557725 -2.539406267629445e-05 1.8618415792316745 0 0 0
11 1 0.5080073520255045 1.8857751066877022 1.8618415792362382 1 0 0
12 1 2.3515919683570132 1.3148505725147517 3.9421115001899216 1 0 0
13 1 1.414599422275258 3.9201264438535617 3.942111500191324 1 0 0
14 1 3.3343347124403397 2.9509499023303603 1.8618415792349154 1 0 0
2 1 5.1596323068249825 1.885775106690974 3.9421115001899416 0 0 0
3 1 7.003216923145516 1.3148505725327497 1.8618415792356753 0 0 0
4 1 8.773856560369579 -2.5394061586567444e-05 3.9421115001840557 0 0 0
7 1 6.066224377073222 3.9201264438261867 1.8618415792387188 0 0 0
8 1 7.985959667223765 2.9509499023223884 3.9421115001898466 0 0 0
5 1 4.2309016565799356 4.769284800865976 3.942111500190135 0 0 0
15 1 4.225783466173228 9.450393205219918 1.8618415792491279 0 0 0
20 1 0.4995172262385675 6.6684885931015945 3.9421115001954674 1 0 0
22 1 1.4354857885861187 8.52241624841838 1.8618415792474892 1 0 0
23 1 2.370883152751567 5.730496138917124 1.8618415792420897 1 0 0
24 1 3.2963435057603294 7.582543787310231 3.9421115001948923 1 0 0
10 1 8.882526611380884 4.769284800869997 1.8618415792373155 0 0 0
6 1 5.151142181031254 6.6684885931125235 1.8618415792440077 0 0 0
9 1 7.022508107549236 5.73049613892507 3.942111500193953 0 0 0
16 1 6.087110743377999 8.522416248415443 3.9421115001983016 0 0 0
19 1 7.947968460549413 7.5825437873087465 1.8618415792438077 0 0 0
21 1 8.877408420965633 9.450393205219628 3.9421115001997378 0 0 0
25 1 4.22066527765925 14.131501610004763 3.9421115002116323 0 0 0
31 1 0.5035984722463209 11.318242623298069 1.8618415792550629 1 0 0
32 1 2.3644561891261815 10.378370162028471 3.942111500202624 1 0 0
33 1 1.429058826356508 13.170290271819127 3.942111500208919 1 0 0
34 1 3.300424752429299 12.232297817225135 1.861841579254854 1 0 0
17 1 5.155223427035066 11.318242623296193 3.9421115002054496 0 0 0
18 1 7.0160811439178445 10.37837016202502 1.8618415792521503 0 0 0
27 1 6.0806837811546455 13.170290271828021 1.8618415792585514 0 0 0
28 1 7.952049707221978 12.232297817237306 3.942111500205213 0 0 0
30 1 8.87229023244231 14.131501610000349 1.861841579261119 0 0 0
38 1 0.4656072675029353 15.949836508473242 3.942111500215749 1 0 0
40 1 1.448350012163362 17.58593583789635 1.8618415792637824 1 0 0
41 1 2.385342557581609 14.980659966712848 1.8618415792609395 1 0 0
42 1 3.291934628542168 17.015011304935904 3.9421115002136053 1 0 0
26 1 5.117232222284796 15.949836508463575 1.8618415792647351 0 0 0
29 1 7.036967512380772 14.980659966680987 3.9421115002114444 0 0 0
36 1 6.099974966950962 17.585935837922854 3.9421115002149136 0 0 0
37 1 7.94355958334312 17.01501130493951 1.8618415792626768 0 0 0

Velocities

47 0 0 0
48 0 0 0
49 0 0 0
51 0 0 0
35 0 0 0
44 0 0 0
45 0 0 0
50 0 0 0
53 0 0 0
39 0 0 0
57 0 0 0
58 0 0 0
59 0 0 0
60 0 0 0
52 0 0 0
63 0 0 0
56 0 0 0
54 0 0 0
55 0 0 0
61 0 0 0
62 0 0 0
66 0 0 0
67 0 0 0
68 0 0 0
69 0 0 0
71 0 0 0
72 0 0 0
64 0 0 0
65 0 0 0
70 0 0 0
73 0 0 0
76 0 0 0
77 0 0 0
78 0 0 0
79 0 0 0
80 0 0 0
43 0 0 0
46 0 0 0
74 0 0 0
75 0 0 0
1 0 0 0
11 0 0 0
12 0 0 0
13 0 0 0
14 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
7 0 0 0
8 0 0 0
5 0 0 0
15 0 0 0
20 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
10 0 0 0
6 0 0 0
9 0 0 0
16 0 0 0
19 0 0 0
21 0 0 0
25 0 0 0
31 0 0 0
32 0 0 0
33 0 0 0
34 0 0 0
17 0 0 0
18 0 0 0
27 0 0 0
28 0 0 0
30 0 0 0
38 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
26 0 0 0
29 0 0 0
36 0 0 0
37 0 0 0
