##mu for surface of ../GB_projects/surf_111/slices/minimize_0K_segregation_Ni_1_k_10.dat
##xlen = 35.3033512272529
##ylen = 83.211986266
##xmin = -0.061682576324292526
##ymin = -41.896771742888106
##id mu x y
1564 -3.63795807699898 2.978878844686329 -40.7915848392152
3330 -3.63827919189862 1.5078467709617662 -38.2191303278317
3333 -3.63794553819935 0.03620477656243847 -40.79240121007682
1570 -3.63827943260003 4.45011956836976 -38.21912683530595
1571 -3.63797440809867 5.921318898873236 -40.79269843543554
1572 -3.63828584429939 7.3920958768886385 -38.22051832381712
1576 -3.63797378629897 8.86340819513071 -40.79492246586334
1577 -3.63796375159836 11.805206344339677 -40.79749670909959
1579 -3.63829552259995 10.333844336537853 -38.222650930440686
1583 -3.63830766569845 13.275531252295533 -38.22506255418421
1585 -3.63796545729929 14.746938949803743 -40.80006960401538
1582 -3.63831522289911 16.2173365762498 -38.22752521470435
1568 -3.63796430719958 17.688805354134566 -40.802687392387234
1565 -3.638297211799 19.15922172098044 -38.2296488787236
3329 -3.63791344789934 20.630579215296805 -40.80491165236903
3335 -3.63826916119979 22.10096733336851 -38.23073535974273
3336 -3.63786579259977 23.5718906819793 -40.80562304955969
3337 -3.63826408889872 25.042518624216 -38.23014838681502
3341 -3.63787597539886 26.512972802823747 -40.80390816263301
3342 -3.63791745329945 29.454516837284945 -40.79999402244864
3344 -3.63827693369967 27.98416729947108 -38.227772100866915
3348 -3.63829122199968 30.926241932914376 -38.224275438027114
3347 -3.63828930399904 33.86869589995134 -38.220979149851686
3350 -3.63795085929996 32.39683858655258 -40.79551263882377
1588 -3.63837850209893 2.979287397050091 -35.64897726875757
3357 -3.63840899429852 0.03719551448507429 -35.65005777340105
1594 -3.63836097899912 5.920989662253892 -35.649438485981236
1597 -3.63837394089933 8.862461485266225 -35.65101691341004
1599 -3.63841358769969 11.803936172399862 -35.653197991032414
1604 -3.6384501265984 14.74563651760912 -35.65561743517029
1592 -3.63845701509854 17.687638940218424 -35.65786006503089
3353 -3.63843107279899 20.62975107696647 -35.65933332949801
3359 -3.63841105169922 23.571718524850382 -35.65948034600002
3362 -3.63841194409906 26.51362033794219 -35.658161536526734
3364 -3.63842377069886 29.455728314188924 -35.655625272142224
3369 -3.63842840189864 32.39813651400728 -35.65255545090646
3373 -3.63843544369956 1.5089838488406635 -33.0810940351745
1609 -3.63838856419898 2.9806819153812314 -30.512785336808168
3389 -3.63852779849913 0.039023273966839 -30.515263971060023
1615 -3.63836396899933 4.450403747482417 -33.08038333493641
1613 -3.63833652359972 7.391328731028177 -33.08120858356691
1616 -3.6382527224996 5.920965680676436 -30.512246663967787
1603 -3.63839341929997 10.33224420597497 -33.08313432203521
1618 -3.63826607489864 8.860751441280591 -30.513686203642408
1620 -3.63843300269946 11.801212758028306 -30.516528356607683
1623 -3.63853877879956 16.21570727888342 -33.08826433350629
1607 -3.63848705619966 13.273626316080492 -33.08564667073916
1625 -3.63859874559967 14.743194079082244 -30.51995192479694
1608 -3.6385129995997 19.158269970686256 -33.09027020088007
1624 -3.63857743439985 17.686423771041373 -30.52296190271119
3374 -3.6385055612991 20.62950549166895 -30.524108542617917
3378 -3.63845047989889 25.04284662901843 -33.090356391581636
3380 -3.63846895669849 22.100690114154823 -33.09095553882471
3381 -3.63845714209856 23.5719946941533 -30.52383371242608
3368 -3.63846050619941 27.985019241447237 -33.08868699288701
3383 -3.63845124159889 26.514160888882827 -30.522781307211684
3385 -3.63847925609844 29.456537144571605 -30.521125504452428
3388 -3.63849075989856 33.87015503847891 -33.083277457442534
3372 -3.63848385209894 30.927495434550053 -33.08617710259157
3390 -3.63852801019857 32.3994089672055 -30.518615172295636
1628 -3.63815089389936 2.985564460914103 -25.378349887017787
3394 -3.63853930459845 1.511693941773894 -27.947420394558087
3408 -3.63856411869892 0.04056084461176273 -25.38832333387833
1632 -3.63818879059909 4.452199514862477 -27.943928370390218
1634 -3.63801617549871 7.39030773480792 -27.943728779596903
1635 -3.63749549229942 5.922851015282667 -25.37284773754162
1637 -3.63745149969873 8.856700062341941 -25.374616026387745
1639 -3.63808255399999 11.794183324987827 -25.383167110683463
1640 -3.63819771469934 10.32854333844286 -27.946906167194296
1642 -3.63859476389916 13.269572438893944 -27.952159043631344
1644 -3.63863695199871 14.740260802789123 -25.394238400474297
1646 -3.63866997339937 16.213998727647645 -27.95730618590821
1643 -3.63849217469942 17.686662538443485 -25.396828537277713
1629 -3.63853081519846 19.1581500020275 -27.95909234030399
3393 -3.63838196739925 20.630586264690248 -25.39566334408299
3397 -3.63846736969936 22.101212777916253 -27.9586231967282
3399 -3.63843281959998 25.04340671081133 -27.95754627482675
3400 -3.63839817769986 23.572995537583328 -25.393387799517207
3402 -3.63836698979867 26.51471227830667 -25.392443649150277
3404 -3.63836475359858 29.456453918854923 -25.392636268776
3405 -3.63844283149956 27.985446378891464 -27.95666119320182
3407 -3.6384906896983 30.928029677921288 -27.95539303060609
3409 -3.63833954719848 32.39933973534713 -25.392200394519836
3411 -3.63857061089948 33.87151169375835 -27.952586040295188
3413 -3.63841728119951 1.5139058783475758 -22.827744578434892
3414 -3.64576783989833 2.987625553144527 -20.275867475092596
3417 -3.64272134529892 0.03759878183215081 -20.28618063049885
1653 -3.63734935839966 4.462041747795414 -22.804070393689205
1656 -3.63739821599847 7.38942294587688 -22.79684387254108
1655 -3.5698900239986 5.941763288712194 -20.21427642770287
1659 -3.56979357630007 8.83722837512482 -20.215980678691377
1662 -3.63699430919951 10.316571503245976 -22.807907392243848
1661 -3.64560271970004 11.79049605834759 -20.282134403335068
1665 -3.63829795009951 13.264747303301526 -22.8350266880408
1669 -3.63804581649856 16.213966882855946 -22.84104763223161
1667 -3.64262018829868 14.739760833095197 -20.29717624072573
1652 -3.64334536169918 17.688227482125555 -20.291589420094795
1648 -3.63832137789905 19.16065116184166 -22.836897630250725
1649 -3.64394469899889 20.633691149631392 -20.276653394523596
3418 -3.63838473989927 22.102843964587915 -22.832190194608476
3421 -3.63857395849845 25.044803784005367 -22.829376222699977
3420 -3.644155034699 23.57487672693937 -20.272180115280165
3427 -3.63843938039827 27.985747020071702 -22.829956820936584
3426 -3.64351917899876 29.457090387313738 -20.274509404121655
3424 -3.64499228689965 26.517422532395685 -20.269487961812292
3430 -3.63800929379977 30.9268823693338 -22.83275511526163
3434 -3.63793008099856 33.87008954472494 -22.83358724888591
3432 -3.64313700099956 32.39648885791805 -20.28220087138777
3437 -3.44687624119979 1.50629087436618 -17.770521406129586
3440 -3.37324862979949 4.450883548549599 -17.757310647909907
3442 -3.78770140959932 7.391208436724586 -17.421408102371135
3446 -3.37352134139837 10.331034170495602 -17.761188662637107
1684 -3.44597679289836 13.272570592097232 -17.779280592578157
1687 -3.44647444679867 16.208722486734445 -17.78065693828948
1672 -3.45170370279993 19.151791436718657 -17.753273392502898
1675 -3.46345627560004 22.106191475072517 -17.731008853367435
1677 -3.47550280729956 25.04890569120949 -17.729822931804694
1681 -3.47537589339845 27.996194592384256 -17.728193366103362
3449 -3.46180063309839 30.93328475469161 -17.74606540885758
3452 -3.45314956649963 33.87054300979797 -17.763538682822432
1690 -3.44687624139988 1.520483016264317 -15.038429799624623
1704 -3.15197076209915 3.0190023474432 -13.999966560761829
1710 -3.67871886399917 1.5225893592546165 -11.51549423594122
1318 -3.18976180539903 0.044908038535379904 -13.968936868746034
1692 -3.38330474329996 4.50927955683254 -15.05326751777308
1712 -3.62911834389888 4.478449257223198 -11.54565493397522
1694 -3.38330474329996 5.9769987109031115 -14.100529722010831
1697 -3.64926739449947 7.38742598179508 -11.5881801150445
1312 -3.38324403679871 8.79484379538663 -14.10304463168079
1695 -3.38324403649858 10.26722212777366 -15.0563948995536
3083 -3.15100721729868 11.753917255596605 -14.00540774472904
1701 -3.62830157879944 10.298215580724731 -11.55160691315637
1698 -3.44597679289836 13.259427812119323 -15.04636618585828
1702 -3.67438323129863 13.260220592786396 -11.527236928323635
1700 -3.77442758119832 16.227973355503334 -15.040685896192835
1705 -3.18098615549934 14.727824214227844 -13.97677349451735
3491 -3.63601954629848 16.235325062935935 -11.520285336787904
3472 -3.13289176109902 17.69515391535221 -13.965040467465537
3469 -3.28376358079913 19.184664978001184 -14.9919197298232
3455 -3.28376358079913 20.622008242511985 -13.934563719175175
3475 -3.28376358079913 19.18838751059352 -11.524798145408491
3477 -3.28376358089918 22.05997009180827 -11.529579109905566
3456 -3.28376358079913 22.03568596178122 -14.963043447065342
3460 -3.13810674909837 23.54281641599177 -13.968812379232348
3457 -3.16315556209884 25.00010436124804 -14.979970215934236
3462 -3.57708230869866 25.012719454225223 -11.504985111819154
3463 -3.16315556199879 26.499066149797965 -13.949501982613496
3459 -3.16315556209884 27.967662071043556 -14.980455925172189
3465 -3.16578432999995 29.425671701349053 -13.93206229185342
3466 -3.75660516579956 27.95562006742615 -11.471181612076167
3077 -3.16578432989991 30.907474487380295 -15.002946098793329
3467 -3.61431974199877 30.895305584042028 -11.487170687896208
3470 -3.82068186849938 33.86168598248325 -15.025497900596458
1707 -3.18837539800006 32.38332882387156 -13.958497813951206
1726 -3.67307730009998 33.862817688178275 -11.500958849898174
1713 -3.64448545909909 2.9881108502901883 -9.02239008712951
1715 -3.64117694759989 0.03448826601165155 -9.014796245071482
1719 -3.62853167539834 5.923048477251938 -9.018767791739563
1721 -3.62850851089934 8.851882697509028 -9.024663160018967
1723 -3.64382018269862 11.79335864075894 -9.038525675643584
3492 -3.6414401125985 14.749784855569295 -9.034518093170565
3480 -3.60701303969836 17.707386948229153 -9.03435251761776
3478 -3.5941008062 20.633367312405237 -9.03967049667921
3484 -3.56110514039938 23.56665925779676 -9.033973769816331
3486 -3.74830942839981 26.524630974645664 -9.035328814991358
3488 -3.77628584079866 29.40175280523192 -9.03396671261186
1727 -3.59604529009994 32.36764024723274 -9.01662202458692
1729 -3.6416660502 1.5130414934588392 -6.499717790384847
1730 -3.59928854109967 2.9884266108955124 -3.946615015099936
1746 -3.63357997759886 0.03781143081505261 -3.9817246269461104
1733 -3.64266875779867 4.450462539774612 -6.493520488615404
1735 -3.64290812359832 7.385182327001295 -6.498323319490494
1736 -3.59971865429907 5.9122038188275 -3.946437889117599
1739 -3.63371630829897 8.859975407162787 -3.982308593526856
1741 -3.64348901779886 10.329775153380618 -6.516935956693032
1742 -3.63960888549991 11.802017329644055 -3.989232145699819
1745 -3.64309700079866 13.273941236111582 -6.523397597333433
3514 -3.64213589419887 16.221390569687866 -6.520635774646354
3515 -3.6398813158994 14.743949894765215 -3.989740903780263
3511 -3.63958239329986 17.685447276530454 -3.982035604176884
3494 -3.63266734199897 19.162495394432337 -6.504590346369126
3495 -3.63938754139963 20.630795351943185 -3.9773129093552377
3498 -3.63085370089902 22.104794282686917 -6.506035469637167
3500 -3.60391669159981 25.05143624105123 -6.5285686593314916
3501 -3.63870132989905 23.576698784502742 -3.9840298719452503
3504 -3.63296839259965 26.513131745268492 -3.9794961403549753
3506 -3.58631175769915 27.975681951768006 -6.524130476467102
3507 -3.63264774969866 29.452543471336018 -3.979074476983417
3510 -3.60336431449832 30.899566559343754 -6.525475056057472
1749 -3.63920188499833 33.859865812399306 -6.511359391308559
1750 -3.63861812629875 32.392169245480424 -3.9884003125972702
1754 -3.57657007819944 1.520250473927563 -1.4353432388362242
1755 -3.73723303689985 3.021403175231116 1.092094258713494
1759 -3.5972010450987 0.0730502233336612 1.09898741796059
1753 -3.77662109189987 4.450886041500511 -1.3782824954206303
1760 -3.57656527749896 7.38068594048029 -1.4355955579714066
1761 -3.73813401439838 5.8794789709334605 1.0918124011249597
1765 -3.59715131459961 8.827143197775822 1.0984324452804446
1764 -3.63296968750001 10.326374424945794 -1.444961312047335
1763 -3.63766589089937 11.784591927089863 1.1042267592812998
1762 -3.63832922919937 13.268237938551213 -1.444797007393445
3522 -3.63834338929883 16.210773653315137 -1.4414839806313615
3523 -3.63876670229911 14.73373978099165 1.107750971271612
3524 -3.63871944619859 17.68081107851672 1.1108112330502822
3519 -3.63850137409827 19.155543993552275 -1.437905250210821
3520 -3.63870066479831 20.62762663558829 1.1125944154754637
3518 -3.6385779857992 22.10183680760902 -1.437910166777924
3525 -3.63835603569896 25.04433381764616 -1.4362544397028931
3526 -3.63853106479837 23.573104381200412 1.1144517980826532
3530 -3.6386242075987 26.518942995632475 1.1147942219492704
3529 -3.6384130646984 27.9879154771098 -1.4355491419543938
3528 -3.63878478329934 29.467104023727337 1.112468553148328
3527 -3.6383282887 30.932752103725623 -1.4391313935915482
1757 -3.63325569759945 33.875471313902075 -1.4443972636881075
1758 -3.63763914269839 32.418196767712004 1.10727088676159
1756 -3.59569824469872 1.5327657432694064 3.648280181424298
1752 -3.63328442319835 2.981036437496068 6.226599937397632
1751 -3.63658223950006 0.04735428847318238 6.218817004908972
1748 -3.57711280679905 4.450256030133554 3.663368558801625
1747 -3.59572847449999 7.36758429862432 3.647554985016789
1744 -3.6332762880993 5.918558997677652 6.2258475703529985
